,,,,,
,,,Excel 2007 (xlsx) Sample Worksheet,,
,,,Created with Microsoft Excel 2007 SP1,,
,,,,,
,,,X,Y,
,,,0.718520839415011,0.916826363985609,
,,,0.488513474101981,0.675336057739814,
,,,0.982756357638815,0.975684651145385,
,,,0.599483159972768,0.195164152757904,
,,,0.192747000754583,0.0898760739349855,
,,,0.173890543607241,0.292432690169445,
,,,0.256902901559422,0.241130349311495,
,,,0.790662090835056,0.421154523162884,
,,,0.55892707996576,0.528087802570525,
,,,0.0366969001255457,0.740989163070035,
,,,0.434828811081498,0.585718940063477,
,,,0.925646806379773,0.578594575514405,
,,,0.0853922790552897,0.621020228607697,
,,,0.42413449198405,0.511223010347071,
,,,0.199393368840315,0.833199685666858,
,,,0.248130325401255,0.682088801936376,
,,,0.355640507916434,0.14712380091647,
